,date_block_num,branch_id,item_id,item_feature_id,item_price,item_cnt_month,month,year
0,0,1,1,1,500.0,486.0,1,2022
1,0,1,2,1,395.0,591.0,1,2022
2,0,1,3,1,1401.0,573.0,1,2022
3,0,1,4,4,509.0,543.0,1,2022
4,0,1,5,3,560.0,569.0,1,2022
5,0,1,6,2,292.0,593.0,1,2022
6,0,1,7,4,1255.0,580.0,1,2022
7,0,1,8,1,400.0,543.0,1,2022
8,0,1,9,3,464.0,563.0,1,2022
9,0,1,10,2,570.0,518.0,1,2022
10,0,1,11,3,728.0,544.0,1,2022
11,0,1,12,2,417.0,566.0,1,2022
12,0,1,13,1,648.0,506.0,1,2022
13,0,1,14,1,854.0,570.0,1,2022
14,0,1,15,2,700.0,573.0,1,2022
15,0,1,16,3,637.0,564.0,1,2022
16,0,1,17,1,100.0,584.0,1,2022
17,0,1,18,4,379.0,524.0,1,2022
18,0,1,19,1,583.0,511.0,1,2022
19,0,1,20,1,341.0,588.0,1,2022
20,0,1,21,1,571.0,562.0,1,2022
21,0,1,22,1,625.0,585.0,1,2022
22,0,1,23,4,663.0,533.0,1,2022
23,0,1,24,3,1280.0,528.0,1,2022
24,0,1,25,2,1240.0,582.0,1,2022
25,0,1,26,3,485.0,566.0,1,2022
26,0,1,27,3,442.0,564.0,1,2022
27,0,1,28,1,838.0,539.0,1,2022
28,0,1,29,2,1459.0,554.0,1,2022
29,0,1,30,4,759.0,544.0,1,2022
30,0,1,31,2,200.0,550.0,1,2022
31,0,1,32,3,1121.0,572.0,1,2022
32,0,1,33,2,992.0,489.0,1,2022
33,0,1,34,1,838.0,535.0,1,2022
34,0,1,35,3,500.0,552.0,1,2022
35,0,1,36,1,512.0,499.0,1,2022
36,0,1,37,1,1204.0,575.0,1,2022
37,0,1,38,1,972.0,593.0,1,2022
38,0,1,39,3,377.0,565.0,1,2022
39,0,1,40,2,127.0,557.0,1,2022
40,0,1,41,4,443.0,526.0,1,2022
41,0,1,42,3,1225.0,571.0,1,2022
42,0,1,43,1,298.0,558.0,1,2022
43,0,1,44,1,1188.0,534.0,1,2022
44,0,1,45,1,696.0,527.0,1,2022
45,0,1,46,4,825.0,587.0,1,2022
46,0,1,47,1,1378.0,542.0,1,2022
47,0,1,48,1,769.0,586.0,1,2022
48,0,1,49,4,380.0,602.0,1,2022
49,0,1,50,1,1121.0,519.0,1,2022
50,0,2,1,1,500.0,652.0,1,2022
51,0,2,2,1,395.0,724.0,1,2022
52,0,2,3,1,1401.0,756.0,1,2022
53,0,2,4,4,509.0,710.0,1,2022
54,0,2,5,3,560.0,674.0,1,2022
55,0,2,6,2,292.0,734.0,1,2022
56,0,2,7,4,1255.0,769.0,1,2022
57,0,2,8,1,400.0,727.0,1,2022
58,0,2,9,3,464.0,719.0,1,2022
59,0,2,10,2,570.0,705.0,1,2022
60,0,2,11,3,728.0,735.0,1,2022
61,0,2,12,2,417.0,653.0,1,2022
62,0,2,13,1,648.0,703.0,1,2022
63,0,2,14,1,854.0,657.0,1,2022
64,0,2,15,2,700.0,695.0,1,2022
65,0,2,16,3,637.0,706.0,1,2022
66,0,2,17,1,100.0,702.0,1,2022
67,0,2,18,4,379.0,620.0,1,2022
68,0,2,19,1,583.0,721.0,1,2022
69,0,2,20,1,341.0,711.0,1,2022
70,0,2,21,1,571.0,706.0,1,2022
71,0,2,22,1,625.0,721.0,1,2022
72,0,2,23,4,663.0,742.0,1,2022
73,0,2,24,3,1280.0,740.0,1,2022
74,0,2,25,2,1240.0,682.0,1,2022
75,0,2,26,3,485.0,685.0,1,2022
76,0,2,27,3,442.0,657.0,1,2022
77,0,2,28,1,838.0,716.0,1,2022
78,0,2,29,2,1459.0,670.0,1,2022
79,0,2,30,4,759.0,786.0,1,2022
80,0,2,31,2,200.0,693.0,1,2022
81,0,2,32,3,1121.0,708.0,1,2022
82,0,2,33,2,992.0,665.0,1,2022
83,0,2,34,1,838.0,728.0,1,2022
